"Protocol ID","Secondary IDs","ClinicalTrials.gov ID","Brief Title","Overall Status","Study Type","Phase","Intervention Types","U.S. FDA Regulated Drug","U.S. FDA Regulated Device","U.S. FDA IND/IDE Information","Locations in US","Start Date","Primary Completion Date","Primary Completion Date Type","Study Completion Date","Study Completion Date Type","Delayed Results Type","Plan to Share IPD?","Available IPD/Information","Study Documents","Initial Release","Initial Results Release","Initial Delayed Results Release","Verification Date","Record Status","NIH Grants","Results Status","Unreported Primary Outcomes","Unreported Secondary Outcomes","Delayed Results Status","Last Update","Last Release","Record Owner","Last Updater","Responsible Party","Central Contacts","Study Officials","Sponsor","Collaborators","Public Site Status","Initial Public Release","Last Public Release","FDAAA Status","Problems","Update Expected","Corrections Expected","Results Expected","All Results Expected","Review Comments Status"
"840",,984,"Title 319","Recruiting","Interventional","N/A","Device","No FDA regulated drug","No FDA regulated device",,,"01/11/2020","01/03/2023","Anticipated","01/03/2023","Anticipated",,,,,"12/09/2018",,,"01/23/2022","Public",,,,,,"01/18/2022","01/18/2022","ro_name_CBG
ro_name_CBG@email.com","lu_name_AFF
lu_name_AFF@email.com","[Sponsor]","cc_name_FBJ
cc_name_FBJ@email.com
555-555-5555","so_name_EGA","University",,"Public Site Status","03/27/2019","01/18/2022",,,"01/23/2023",,,,
"841",,968,"Title 463","Completed","Observational","N/A","Device","No FDA regulated drug","FDA regulated device",,,"12/23/2018","01/03/2020","Actual","01/03/2020","Actual",,,,,"02/16/2019",,,"02/23/2021","Public",,,,,,"02/10/2021","02/10/2021","ro_name_EH
ro_name_EH@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_CIH
cc_name_CIH@email.com
(555) 555-5555","so_name_HI","University",,"Public Site Status","02/16/2019","02/10/2021",,,,,,,
"842",,1039,"Title 117","Withdrawn","Interventional","N/A","Other","No FDA regulated drug","No FDA regulated device",,,"11/16/2019","03/06/2020","Actual","03/06/2020","Actual",,,,,"11/18/2019",,,"08/25/2020","Public",,,,,,"09/01/2020","09/01/2020","ro_name_CIE
ro_name_CIE@email.com","lu_name_BJJ
lu_name_BJJ@email.com","rp_name_AAJ",,,"University","Instituto Tecnológico de Santo Domingo (INTEC)","Public Site Status","11/18/2019","09/01/2020",,,,,,,
"843",,991,"Title 494","Completed","Interventional","N/A","Combination Product","No FDA regulated drug","No FDA regulated device",,,"12/05/2018","09/18/2020","Actual","02/18/2021","Actual",,,,,"03/20/2019",,,"09/23/2021","Public",,,,,,"10/04/2021","10/04/2021","ro_name_ABB
ro_name_ABB@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_BCE
cc_name_BCE@email.com
555-555-5555","so_name_BAF","University","Addis Ababa University","Public Site Status","04/21/2019","10/04/2021",,,,,,,
"844",,1017,"Title 627","Completed","Interventional","N/A","Device","No FDA regulated drug","No FDA regulated device",,,"08/07/2019","07/06/2022","Actual","07/06/2022","Actual",,,,,"07/17/2019",,,"10/24/2022","Public",,,,,,"10/25/2022","10/25/2022","ro_name_BIF
ro_name_BIF@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_HFA
cc_name_HFA@email.com
5555555555","so_name_EJI","University",,"Public Site Status","07/29/2019","10/25/2022",,,,,,,
"845",,970,"Title 420","Not yet recruiting","Interventional","Phase 1","Drug","FDA regulated drug","No FDA regulated device",,,"02/04/2023","03/05/2024","Anticipated","03/05/2024","Anticipated",,,,,"02/16/2019",,,"10/24/2022","Public",,,,,,"10/10/2022","10/10/2022","ro_name_DDJ
ro_name_DDJ@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_BH
cc_name_BH@email.com
555-555-5555",,"University",,"Public Site Status","02/16/2019","10/10/2022",,,"10/24/2023",,,,
"846",,971,"Title 419","Recruiting","Interventional","Phase 1","Drug","No FDA regulated drug","No FDA regulated device",,,"09/18/2019","02/23/2024","Anticipated","08/25/2024","Anticipated",,,,,"02/16/2019",,,"10/24/2022","Public",,,,,,"10/11/2022","10/11/2022","ro_name_DDJ
ro_name_DDJ@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_FD
cc_name_FD@email.com
555-555-5555",,"University",,"Public Site Status","02/16/2019","10/11/2022",,,"10/24/2023",,,,
"847",535,980,"Title 899","Active, not recruiting","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"06/11/2019","12/03/2021","Actual","07/05/2025","Anticipated",,,,,"02/12/2019",,,"08/26/2022","Public","NIMH",,,,,"08/21/2022","08/21/2022","ro_name_HG
ro_name_HG@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_AEH
cc_name_AEH@email.com
555-555-5555","so_name_AEJ","University","National Institute of Mental Health (NIMH)","Public Site Status","03/19/2019","08/21/2022",,,"08/26/2023",,,,
"848",,969,"Title 911","Completed","Interventional","N/A","Procedure/Surgery; Device","No FDA regulated drug","FDA regulated device",,,"03/06/2019","11/04/2020","Actual","10/21/2021","Actual",,,,,"02/13/2019","11/03/2021",,"01/23/2022","Public",,"Posted",,,,"01/18/2022","01/18/2022","ro_name_CIG
ro_name_CIG@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_GEJ
cc_name_GEJ@email.com
555-555-5555","so_name_GAC","University",,"Public Site Status","02/13/2019","01/18/2022","ACT",,,,,"10/21/2022",
"849",92,1044,"Title 582","Recruiting","Interventional","Phase 2","Drug; Other","FDA regulated drug","No FDA regulated device",,,"05/06/2020","07/09/2023","Anticipated","10/04/2023","Anticipated",,,,,"10/02/2019",,,"01/23/2022","Public","NIDA",,,,,"01/15/2022","01/15/2022","ro_name_CHB
ro_name_CHB@email.com","lu_name_AIC
lu_name_AIC@email.com","rp_name_AJC","cc_name_GJB
cc_name_GJB@email.com
555-555-5555","so_name_FHA","University","National Institute on Drug Abuse (NIDA)","Public Site Status","12/10/2019","01/15/2022","ACT",,"01/23/2023",,"07/08/2024","10/04/2024",
"850",,959,"Title 384","Recruiting","Interventional","N/A","Procedure/Surgery","No FDA regulated drug","No FDA regulated device",,,"07/07/2019","07/06/2023","Anticipated","12/19/2023","Anticipated",,,,,"12/19/2018",,,"10/24/2022","Public",,,,,,"10/18/2022","10/18/2022","ro_name_CCI
ro_name_CCI@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_FCG
cc_name_FCG@email.com
555-555-5555","so_name_FJJ","University",,"Public Site Status","12/31/2018","10/18/2022",,,"10/24/2023",,,,
"851",,982,"Title 141","Completed","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"01/23/2019","07/05/2020","Actual","07/05/2020","Actual",,,,,"03/24/2019",,,"07/25/2020","Public",,,,,,"07/11/2020","07/11/2020","ro_name_DFF
ro_name_DFF@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_HFF
cc_name_HFF@email.com
555-555-5555","so_name_HBI","University",,"Public Site Status","03/25/2019","07/11/2020",,,,,,,
"852",,1106,"Title 201","Completed","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"01/18/2019","09/18/2019","Actual","03/20/2020","Actual",,,,,"07/15/2019",,,"05/26/2022","Public",,,,,,"05/10/2022","05/10/2022","ro_name_CHB
ro_name_CHB@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_GJC
cc_name_GJC@email.com
(555) 555-5555",,"University",,"Public Site Status","06/20/2020","05/10/2022",,,,,,,
"853",,997,"Title 749","Recruiting","Interventional","Early Phase 1","Drug; Device","No FDA regulated drug","FDA regulated device",,,"05/13/2019","07/05/2024","Anticipated","01/03/2025","Anticipated",,,,,"05/14/2019",,,"08/26/2022","Public",,,,,,"08/07/2022","08/07/2022","ro_name_BJE
ro_name_BJE@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_CEI
cc_name_CEI@email.com
555-555-5555","so_name_CFC","University",,"Public Site Status","05/14/2019","08/07/2022",,,"08/26/2023",,,,
"854",,1037,"Title 984","Active, not recruiting","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"05/17/2019","01/03/2025","Anticipated","01/03/2025","Anticipated",,,,,"10/26/2019",,,"11/23/2022","Public",,,,,,"11/12/2022","11/12/2022","ro_name_CHB
ro_name_CHB@email.com","lu_name_AIC
lu_name_AIC@email.com","[Sponsor]","cc_name_GAD
cc_name_GAD@email.com
555-555-5555","so_name_FHJ","University",,"Public Site Status","11/13/2019","11/12/2022",,,"11/23/2023",,,,
"855",,979,"Title 896","Terminated","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"11/18/2020","02/04/2022","Actual","02/04/2022","Actual",,,,,"03/16/2019",,,"04/25/2022","Public",,,,,,"04/23/2022","04/23/2022","ro_name_CAA
ro_name_CAA@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_EGJ
cc_name_EGJ@email.com
555-555-5555","so_name_EDJ","University",,"Public Site Status","03/18/2019","04/23/2022",,,,,,,
"856",,958,"Title 841","Completed","Interventional","Early Phase 1","Drug","FDA regulated drug","No FDA regulated device",,,"08/20/2019","05/25/2021","Actual","05/25/2021","Actual",,,,,"12/30/2018",,,"08/26/2022","Public",,,,,,"08/13/2022","08/13/2022","ro_name_CBE
ro_name_CBE@email.com","lu_name_AFE
lu_name_AFE@email.com","rp_name_HG","cc_name_DIA
cc_name_DIA@email.com
555-555-5555 Ext: 5555","so_name_EFC","University",,"Public Site Status","12/30/2018","08/13/2022",,,,,,,
"857",262,978,"Title 698","Active, not recruiting","Interventional","Phase 2","Drug","FDA regulated drug","No FDA regulated device",,,"06/11/2019","07/06/2023","Anticipated","12/05/2023","Anticipated",,,,,"03/17/2019",,,"10/24/2022","Public",,,,,,"10/25/2022","10/25/2022","ro_name_CF
ro_name_CF@email.com","lu_name_AG
lu_name_AG@email.com","rp_name_AJ","cc_name_DGD
cc_name_DGD@email.com
(555) 555-5555","so_name_EC","University","Bristol-Myers Squibb","Public Site Status","03/17/2019","10/25/2022","ACT",,"10/24/2023",,"07/05/2024","12/05/2024",
"858",,1033,"Title 176","Recruiting","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"10/14/2019","07/05/2024","Anticipated","07/05/2024","Anticipated",,,,,"10/15/2019",,,"01/23/2022","Public",,,,,,"01/16/2022","01/16/2022","ro_name_AGB
ro_name_AGB@email.com","lu_name_IA
lu_name_IA@email.com","[Sponsor]","cc_name_CAH
cc_name_CAH@email.com
555-555-5555","so_name_HBH","University",,"Public Site Status","10/28/2019","01/16/2022",,,"01/23/2023",,,,
"859",,1009,"Title 250","Terminated","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"06/10/2019","12/07/2019","Actual","12/07/2019","Actual",,,,,"06/18/2019",,,"04/24/2020","Public",,,,,,"04/13/2020","04/13/2020","ro_name_BJD
ro_name_BJD@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_CEH
cc_name_CEH@email.com
555-555-5555","so_name_AAD","University",,"Public Site Status","06/18/2019","04/13/2020",,,,,,,
"860",,987,"Title 25","Completed","Observational",,"Drug","No FDA regulated drug","No FDA regulated device",,,"06/06/2015","01/11/2019","Actual","01/11/2019","Actual",,,,,"04/10/2019",,,"07/26/2019","Public",,,,,,"07/28/2019","07/28/2019","ro_name_DGG
ro_name_DGG@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_GDD
cc_name_GDD@email.com
5555555555","so_name_BCJ","University",,"Public Site Status","04/10/2019","07/28/2019",,,,,,,
"861",170,1008,"Title 1233","Recruiting","Interventional","Early Phase 1","Drug","FDA regulated drug","No FDA regulated device",,,"07/07/2019","06/05/2023","Anticipated","06/05/2023","Anticipated",,,,,"06/12/2019",,,"11/23/2022","Public",,,,,,"11/20/2022","11/20/2022","ro_name_HH
ro_name_HH@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_AFD
cc_name_AFD@email.com
555-555-5555","so_name_AEA","University",,"Public Site Status","06/12/2019","11/20/2022",,,"11/23/2023",,,,
"862",,967,"Title 393","Recruiting","Interventional","N/A","Other","No FDA regulated drug","No FDA regulated device",,,"02/13/2019","01/03/2024","Anticipated","07/05/2024","Anticipated",,,,,"01/30/2019",,,"12/24/2022","Public",,,,,,"12/07/2022","12/07/2022","ro_name_DDA
ro_name_DDA@email.com","lu_name_BBE
lu_name_BBE@email.com","[Sponsor]","cc_name_HBC
cc_name_HBC@email.com
555-555-5555","so_name_GIC","University",,"Public Site Status","02/09/2019","12/07/2022",,,"12/24/2023",,,,
"863",,1012,"Title 1377","Completed","Interventional","Early Phase 1","Drug","FDA regulated drug","No FDA regulated device",,,"06/06/2019","11/04/2019","Actual","12/04/2019","Actual",,,,,"06/17/2019",,,"06/24/2020","Public",,,,,,"06/20/2020","06/20/2020","ro_name_BJI
ro_name_BJI@email.com","lu_name_AJG
lu_name_AJG@email.com","rp_name_FC","cc_name_BAB
cc_name_BAB@email.com
555-555-5555",,"University",,"Public Site Status","07/14/2019","06/20/2020",,,,,,,
"864",,977,"Title 347","Recruiting","Interventional","Early Phase 1","Drug","FDA regulated drug","No FDA regulated device",,,"07/06/2020","07/06/2023","Anticipated","01/03/2024","Anticipated",,,,,"03/13/2019",,,"11/23/2022","Public",,,,,,"11/22/2022","11/22/2022","ro_name_BAD
ro_name_BAD@email.com","lu_name_AAA
lu_name_AAA@email.com","[Sponsor]","cc_name_ECB
cc_name_ECB@email.com
555-555-5555",,"University",,"Public Site Status","03/13/2019","11/22/2022",,,"11/23/2023",,,,
"865",206,603,"Title 872","Completed","Interventional","Phase 3","Drug; Procedure/Surgery; Other",,,,,"01/28/2015","02/23/2020","Actual","02/22/2020","Actual",,,,,"12/01/2014","02/20/2021",,"05/26/2021","Public","NICHD","Posted",,,,"05/24/2021","05/24/2021","ro_name_ADC
ro_name_ADC@email.com","lu_name_GA
lu_name_GA@email.com","[Sponsor]",,"so_name_BCH","University","Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)
Augusta University
Penn State University
University of California, San Francisco
University of North Carolina
University of Oklahoma
University of Pennsylvania","Public Site Status","12/01/2014","05/24/2021","pACT",,,,,,
"866",52,1127,"Title 1322","Recruiting","Interventional","N/A","Drug","No FDA regulated drug","No FDA regulated device",,,"07/05/2023","08/06/2024","Anticipated","08/07/2025","Anticipated",,,,,"08/09/2020",,,"08/26/2022","Public","NIDA",,,,,"08/14/2022","08/14/2022","ro_name_DCC
ro_name_DCC@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_HAB
cc_name_HAB@email.com
+5 (555) 555-5555",,"University","National Institute on Drug Abuse (NIDA)","Public Site Status","08/09/2020","08/14/2022",,,"08/26/2023",,,,
"867",,935,"Title 672","Completed","Interventional","N/A","Other","No FDA regulated drug","No FDA regulated device",,,"10/05/2019","02/20/2021","Actual","02/20/2021","Actual",,,,,"10/02/2018",,,"11/23/2022","Public",,,,,,"11/19/2022","11/19/2022","ro_name_AHA
ro_name_AHA@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_FJE
cc_name_FJE@email.com
555-555-5555",,"University","National Diaper Bank Network
Yale New Haven Health Primary Care Consortium","Public Site Status","10/02/2018","11/19/2022",,,,,,,
"868",,1109,"Title 786","Recruiting","Interventional","N/A","Device","No FDA regulated drug","FDA regulated device",,,"09/01/2020","07/05/2023","Anticipated","07/05/2023","Anticipated",,,,,"12/21/2019",,,"08/26/2022","Public","NIMH",,,,,"08/14/2022","08/14/2022","ro_name_CGA
ro_name_CGA@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_GBA
cc_name_GBA@email.com
555 555 5555","so_name_FFA","University","National Institute of Mental Health (NIMH)","Public Site Status","06/24/2020","08/14/2022","ACT",,"08/26/2023",,"07/04/2024","07/04/2024",
"869",,961,"Title 170","Recruiting","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"03/07/2019","02/03/2024","Anticipated","07/05/2024","Anticipated",,,,,"01/02/2019",,,"11/23/2022","Public",,,,,,"11/28/2022","11/28/2022","ro_name_ABC
ro_name_ABC@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]",,,"University",,"Public Site Status","01/02/2019","11/28/2022",,,"11/23/2023",,,,
"870",61,1084,"Title 169","Recruiting","Interventional","Phase 1","Drug","FDA regulated drug","No FDA regulated device",,,"04/19/2020","07/05/2024","Anticipated","01/03/2025","Anticipated",,,,,"04/20/2020",,,"11/23/2022","Public","NIMH",,,,,"12/01/2022","12/04/2022","ro_name_HE
ro_name_HE@email.com","lu_name_DA
lu_name_DA@email.com","[Sponsor]","cc_name_HHH
cc_name_HHH@email.com
5-555-555-5555","so_name_ADG","University","National Institute of Mental Health (NIMH)","Public Site Status","04/20/2020","12/04/2022",,,"11/23/2023",,,,
"871",,1045,"Title 1248","Active, not recruiting","Observational","N/A","Drug","No FDA regulated drug","No FDA regulated device",,,"12/05/2019","09/23/2024","Anticipated","09/23/2024","Anticipated",,,,,"12/11/2019",,,"11/23/2021","Public",,,,,,"11/16/2021","11/16/2021","ro_name_BE
ro_name_BE@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_GEJ
cc_name_GEJ@email.com
555-555-5555",,"University",,"Public Site Status","12/11/2019","11/16/2021",,"Not Recently Updated","11/23/2022",,,,
"872",,1060,"Title 63","Completed","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"06/17/2019","10/16/2019","Actual","10/26/2019","Actual",,,,,"02/01/2020",,,"01/23/2020","Public",,,,,,"02/01/2020","02/01/2020","ro_name_DGG
ro_name_DGG@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_DGH
cc_name_DGH@email.com
(555) 555-5555","so_name_DFG","University",,"Public Site Status","02/01/2020","02/01/2020",,,,,,,
"873",,1002,"Title 1334","Completed","Observational","N/A","Diagnostic Test","No FDA regulated drug","No FDA regulated device",,,"05/13/2019","03/06/2021","Actual","03/06/2021","Actual",,,,,"04/21/2019",,,"10/24/2021","Public",,,,,,"10/20/2021","10/20/2021","ro_name_DGG
ro_name_DGG@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_BFB
cc_name_BFB@email.com
5555555555","so_name_FJ","University",,"Public Site Status","06/01/2019","10/20/2021",,,,,,,
"874",93,1048,"Title 630","Not yet recruiting","Interventional","N/A","Behavioral; Other","No FDA regulated drug","No FDA regulated device",,,"12/24/2022","09/23/2023","Anticipated","02/23/2024","Anticipated",,,,,"12/15/2019",,,"10/24/2022","Public","NIDA",,,,,"10/23/2022","10/23/2022","ro_name_CJG
ro_name_CJG@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_EFE
cc_name_EFE@email.com
5555555555","so_name_ECC","University","Universiti Sains Malaysia
National Institute on Drug Abuse (NIDA)","Public Site Status","12/17/2019","10/23/2022",,,"10/24/2023",,,,
"875",,1019,"Title 1348","Completed","Interventional","Early Phase 1","Behavioral","No FDA regulated drug","No FDA regulated device",,,"01/23/2021","07/07/2022","Actual","09/04/2022","Actual",,,,,"06/19/2019",,,"10/24/2022","Public",,,,,,"10/09/2022","10/09/2022","ro_name_AED
ro_name_AED@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_BHF
cc_name_BHF@email.com
555-555.5555","so_name_BGD","University",,"Public Site Status","08/12/2019","10/09/2022",,,,,,,
"876",78,1326,"Title 522","Recruiting","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"08/07/2022","12/03/2022","Anticipated","12/03/2022","Anticipated",,,,,"07/17/2022",,,"10/24/2022","Public","NIA",,,,,"10/18/2022","10/18/2022","ro_name_AED
ro_name_AED@email.com","lu_name_CI
lu_name_CI@email.com","[Sponsor]","cc_name_BHF
cc_name_BHF@email.com
555-555.5555","so_name_BGD","University","National Institute on Aging (NIA)","Public Site Status","07/31/2022","10/18/2022",,,"10/24/2023",,,,
"877",78,1329,"Title 524","Recruiting","Interventional","Phase 1","Behavioral","No FDA regulated drug","No FDA regulated device",,,"06/22/2022","02/02/2023","Anticipated","03/05/2023","Anticipated",,,,,"07/31/2022",,,"11/23/2022","Public","NIA",,,,,"11/30/2022","11/30/2022","ro_name_AED
ro_name_AED@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_BHF
cc_name_BHF@email.com
555-555.5555","so_name_BGD","University","National Institute on Aging (NIA)","Public Site Status","07/31/2022","11/30/2022",,,"11/23/2023",,,,
"878",,1122,"Title 1164","Recruiting","Interventional","N/A","Device","No FDA regulated drug","FDA regulated device",,,"11/04/2021","03/26/2023","Anticipated","03/26/2023","Anticipated",,,,,"07/22/2020",,,"10/24/2022","Public",,,,,,"10/09/2022","10/09/2022","ro_name_BHH
ro_name_BHH@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_EBJ
cc_name_EBJ@email.com
555-555-5555",,"University",,"Public Site Status","08/03/2020","10/09/2022","ACT",,"10/24/2023",,"03/25/2024","03/25/2024",
"879",,1018,"Title 482","Recruiting","Interventional","Phase 2","Drug","FDA regulated drug","No FDA regulated device",,,"01/18/2021","04/24/2024","Anticipated","04/25/2029","Anticipated",,,,,"08/10/2019",,,"02/23/2022","Public",,,,,,"02/07/2022","02/07/2022","ro_name_AD
ro_name_AD@email.com","lu_name_G
lu_name_G@email.com","rp_name_F","cc_name_AI
cc_name_AI@email.com
555-555-5555","so_name_BC","s_name_A","ImmunoGen, Inc.","Public Site Status","08/10/2019","02/07/2022","ACT",,"02/23/2023",,"04/25/2025","04/25/2030",
"880",,1025,"Title 708","Active, not recruiting","Interventional","Phase 2/Phase 3","Drug","FDA regulated drug","No FDA regulated device",,,"01/20/2020","03/26/2023","Anticipated","05/26/2023","Anticipated",,,,,"09/25/2019",,,"10/24/2022","Public",,,,,,"10/17/2022","10/17/2022","ro_name_CB
ro_name_CB@email.com","lu_name_AE
lu_name_AE@email.com","[Sponsor]","cc_name_AIB
cc_name_AIB@email.com
555 555-5555","so_name_EHC","University",,"Public Site Status","09/25/2019","10/17/2022","ACT",,"10/24/2023",,"03/25/2024","05/25/2024",
"881",,988,"Title 1062","Completed","Interventional","Early Phase 1","Device","No FDA regulated drug","FDA regulated device",,,"08/02/2020","11/02/2021","Actual","11/02/2021","Actual",,,,,"04/14/2019",,,"02/23/2022","Public",,,,,,"02/25/2022","02/25/2022","ro_name_BJA
ro_name_BJA@email.com","lu_name_AJB
lu_name_AJB@email.com","rp_name_FJ","cc_name_CEJ
cc_name_CEJ@email.com
555-555-5555",,"University",,"Public Site Status","04/14/2019","02/25/2022",,,,,,,
"882",,1028,"Title 865","Completed","Interventional","Phase 1","Drug","FDA regulated drug","No FDA regulated device",,,"10/15/2019","12/05/2021","Actual","12/05/2021","Actual",,,,,"10/08/2019",,,"01/23/2022","Public",,,,,,"01/16/2022","01/16/2022","ro_name_DGE
ro_name_DGE@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_HIA
cc_name_HIA@email.com
555-555-5555","so_name_HDG","University","Pfizer","Public Site Status","10/12/2019","01/16/2022",,,,,,,
"883",,993,"Title 681","Recruiting","Interventional","N/A","Dietary Supplement","No FDA regulated drug","No FDA regulated device",,,"05/07/2019","02/02/2023","Anticipated","02/02/2023","Anticipated",,,,,"04/23/2019",,,"09/23/2022","Public",,,,,,"10/03/2022","10/03/2022","ro_name_CHF
ro_name_CHF@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_GCA
cc_name_GCA@email.com
555-555-5555","so_name_FHG","University",,"Public Site Status","04/23/2019","10/03/2022",,,"09/23/2023",,,,
"884",375,1006,"Title 756","Recruiting","Interventional","Phase 2","Drug; Other","FDA regulated drug","No FDA regulated device",,,"02/13/2021","09/03/2025","Anticipated","09/03/2026","Anticipated",,,,,"06/08/2019",,,"09/23/2022","Public","NIAAA",,,,,"09/14/2022","09/14/2022","ro_name_DBA
ro_name_DBA@email.com","lu_name_BAB
lu_name_BAB@email.com","rp_name_ABJ","cc_name_EII
cc_name_EII@email.com
555-555-5555","so_name_GFA","University","National Institute on Alcohol Abuse and Alcoholism (NIAAA)","Public Site Status","06/08/2019","09/14/2022","ACT",,"09/23/2023",,"09/03/2026","09/03/2027",
"885",,1148,"Title 274","Completed","Interventional","N/A","Device","No FDA regulated drug","FDA regulated device",,,"08/07/2018","01/03/2020","Actual","04/04/2020","Actual",,,,,"10/14/2020","12/03/2020",,"01/23/2021","Public",,"Posted",,,,"01/20/2021","01/20/2021","ro_name_DJJ
ro_name_DJJ@email.com","lu_name_BJC
lu_name_BJC@email.com","rp_name_AAC","cc_name_DCA
cc_name_DCA@email.com
(555) 555-5555","so_name_GAH","University","Rothman Institute Orthopaedics","Public Site Status","10/19/2020","01/20/2021","ACT",,,,,,
"886",,990,"Title 188","Recruiting","Interventional","Phase 2","Drug","FDA regulated drug","No FDA regulated device",,,"09/12/2020","12/24/2022","Anticipated","06/25/2023","Anticipated",,,,,"04/17/2019",,,"07/26/2022","Public",,,,,,"07/25/2022","07/30/2022","ro_name_CDB
ro_name_CDB@email.com","lu_name_AGF
lu_name_AGF@email.com","[Sponsor]","cc_name_BF
cc_name_BF@email.com
5555555555","so_name_FJF","University",,"Public Site Status","04/17/2019","07/30/2022","ACT",,"07/26/2023",,"12/24/2023","06/24/2024",
"887",,981,"Title 1255","Withdrawn","Interventional","Phase 2","Drug","No FDA regulated drug","No FDA regulated device",,,"06/06/2019","09/02/2020","Actual","09/02/2020","Actual",,,,,"03/24/2019",,,"09/23/2020","Public",,,,,,"09/06/2020","09/06/2020","ro_name_CAE
ro_name_CAE@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_EGE
cc_name_EGE@email.com
555-555-5555","so_name_EDE","University",,"Public Site Status","03/24/2019","09/06/2020",,,,,,,
"888",,1007,"Title 270","Completed","Observational","N/A","Device","No FDA regulated drug","FDA regulated device",,,"04/28/2019","05/17/2021","Actual","07/05/2021","Actual",,,,,"06/08/2019",,,"01/23/2022","Public",,,,,,"01/18/2022","01/18/2022","ro_name_CH
ro_name_CH@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_EI
cc_name_EI@email.com
555 555 5555","so_name_EG","University",,"Public Site Status","06/08/2019","01/18/2022",,,,,,,
"889",,1004,"Title 1236","Withdrawn","Interventional","Early Phase 1","Drug","FDA regulated drug","No FDA regulated device",,,"06/25/2022","06/25/2023","Anticipated","06/25/2023","Anticipated",,,,,"06/02/2019",,,"11/23/2022","Public",,,,,,"11/27/2022","11/27/2022","ro_name_AGF
ro_name_AGF@email.com","lu_name_CI
lu_name_CI@email.com","[Sponsor]","cc_name_CBD
cc_name_CBD@email.com
555-555-5555","so_name_CAI","University",,"Public Site Status","06/02/2019","11/27/2022",,,,,,,
"890",543,1214,"Title 510","Recruiting","Observational",,,"No FDA regulated drug","No FDA regulated device",,,"01/03/2020","01/03/2023","Anticipated","01/03/2023","Anticipated",,,,,"05/26/2021",,,"04/25/2022","Public","NIA; NIH",,,,,"04/12/2022","04/12/2022","ro_name_BBD
ro_name_BBD@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_HAI
cc_name_HAI@email.com
5555555555",,"University","National Institute on Aging (NIA)
National Institutes of Health (NIH)
Department of Health and Human Services","Public Site Status","05/26/2021","04/12/2022",,,"04/25/2023",,,,
